25-07-2019 14:34:17 INFO     [app.py:13] Loading books list...
25-07-2019 14:34:17 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:17 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET / HTTP/1.1" 200 None
25-07-2019 14:34:17 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:17 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-2.html HTTP/1.1" 200 None
25-07-2019 14:34:17 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:18 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-3.html HTTP/1.1" 200 None
25-07-2019 14:34:18 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:18 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-4.html HTTP/1.1" 200 None
25-07-2019 14:34:18 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:18 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-5.html HTTP/1.1" 200 None
25-07-2019 14:34:18 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:19 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-6.html HTTP/1.1" 200 None
25-07-2019 14:34:19 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:19 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-7.html HTTP/1.1" 200 None
25-07-2019 14:34:19 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:19 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-8.html HTTP/1.1" 200 None
25-07-2019 14:34:20 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:20 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-9.html HTTP/1.1" 200 None
25-07-2019 14:34:20 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:20 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-10.html HTTP/1.1" 200 None
25-07-2019 14:34:20 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:21 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-11.html HTTP/1.1" 200 None
25-07-2019 14:34:21 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:21 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-12.html HTTP/1.1" 200 None
25-07-2019 14:34:21 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:21 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-13.html HTTP/1.1" 200 None
25-07-2019 14:34:21 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:22 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-14.html HTTP/1.1" 200 None
25-07-2019 14:34:22 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:22 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-15.html HTTP/1.1" 200 None
25-07-2019 14:34:22 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:23 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-16.html HTTP/1.1" 200 None
25-07-2019 14:34:23 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:23 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-17.html HTTP/1.1" 200 None
25-07-2019 14:34:23 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:23 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-18.html HTTP/1.1" 200 None
25-07-2019 14:34:23 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:24 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-19.html HTTP/1.1" 200 None
25-07-2019 14:34:24 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:24 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-20.html HTTP/1.1" 200 None
25-07-2019 14:34:24 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
25-07-2019 14:34:24 DEBUG    [connectionpool.py:393] http://books.toscrape.com:80 "GET /catalogue/page-21.html HTTP/1.1" 200 None
25-07-2019 14:34:24 DEBUG    [connectionpool.py:205] Starting new HTTP connection (1): books.toscrape.com:80
